PERIOD,REPORTER,PARTNER,PRODUCT,FLOW,INDICATORS,Value
2019,Bulgaria,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,VALUE_IN_EUROS,12714.0
2019,Bulgaria,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,QUANTITY_IN_100KG,34.0
2019,Bulgaria,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),IMPORT,VALUE_IN_EUROS,4188.0
2019,Bulgaria,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),IMPORT,QUANTITY_IN_100KG,25.0
2018,Bulgaria,ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,VALUE_IN_EUROS,2663.0
2018,Bulgaria,ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,QUANTITY_IN_100KG,2.0
2019,Bulgaria,ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,VALUE_IN_EUROS,13341.0
2019,Bulgaria,ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,QUANTITY_IN_100KG,9.0
2018,Bulgaria,ES,Fresh figs(1988-2500),IMPORT,VALUE_IN_EUROS,10546.0
2018,Bulgaria,ES,Fresh figs(1988-2500),IMPORT,QUANTITY_IN_100KG,51.0
2019,Bulgaria,ES,Fresh figs(1988-2500),IMPORT,VALUE_IN_EUROS,3037.0
2019,Bulgaria,ES,Fresh figs(1988-2500),IMPORT,QUANTITY_IN_100KG,14.0
2018,Bulgaria,ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,VALUE_IN_EUROS,8622.0
2018,Bulgaria,ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,QUANTITY_IN_100KG,50.0
2019,Bulgaria,ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,VALUE_IN_EUROS,19291.0
2019,Bulgaria,ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,QUANTITY_IN_100KG,74.0
2018,Bulgaria,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),IMPORT,VALUE_IN_EUROS,12569.0
2018,Bulgaria,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),IMPORT,QUANTITY_IN_100KG,84.0
2019,Bulgaria,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),IMPORT,VALUE_IN_EUROS,13244.0
2019,Bulgaria,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),IMPORT,QUANTITY_IN_100KG,83.0
2018,Bulgaria,ES,Fresh melons (excl. watermelons)(1996-2500),IMPORT,VALUE_IN_EUROS,2996.0
2018,Bulgaria,ES,Fresh melons (excl. watermelons)(1996-2500),IMPORT,QUANTITY_IN_100KG,31.0
2019,Bulgaria,ES,Fresh melons (excl. watermelons)(1996-2500),IMPORT,VALUE_IN_EUROS,10249.0
2019,Bulgaria,ES,Fresh melons (excl. watermelons)(1996-2500),IMPORT,QUANTITY_IN_100KG,111.0
2018,Bulgaria,ES,Fresh navel oranges(2017-2500),IMPORT,VALUE_IN_EUROS,1956.0
2018,Bulgaria,ES,Fresh navel oranges(2017-2500),IMPORT,QUANTITY_IN_100KG,31.0
2019,Bulgaria,ES,Fresh navel oranges(2017-2500),IMPORT,VALUE_IN_EUROS,20585.0
2019,Bulgaria,ES,Fresh navel oranges(2017-2500),IMPORT,QUANTITY_IN_100KG,796.0
2018,Bulgaria,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",IMPORT,VALUE_IN_EUROS,14854.0
2018,Bulgaria,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",IMPORT,QUANTITY_IN_100KG,69.0
2019,Bulgaria,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",IMPORT,VALUE_IN_EUROS,64689.0
2019,Bulgaria,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",IMPORT,QUANTITY_IN_100KG,833.0
2018,Bulgaria,ES,Fresh or chilled asparagus(1988-2500),IMPORT,VALUE_IN_EUROS,30389.0
2018,Bulgaria,ES,Fresh or chilled asparagus(1988-2500),IMPORT,QUANTITY_IN_100KG,119.0
2019,Bulgaria,ES,Fresh or chilled asparagus(1988-2500),IMPORT,VALUE_IN_EUROS,77924.0
2019,Bulgaria,ES,Fresh or chilled asparagus(1988-2500),IMPORT,QUANTITY_IN_100KG,298.0
2018,Bulgaria,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",IMPORT,VALUE_IN_EUROS,37736.0
2018,Bulgaria,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",IMPORT,QUANTITY_IN_100KG,436.0
2019,Bulgaria,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",IMPORT,VALUE_IN_EUROS,50328.0
2019,Bulgaria,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",IMPORT,QUANTITY_IN_100KG,915.0
2019,Bulgaria,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",IMPORT,VALUE_IN_EUROS,253.0
2019,Bulgaria,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",IMPORT,QUANTITY_IN_100KG,2.0
2018,Bulgaria,ES,Fresh or chilled cabbage lettuce(2000-2500),IMPORT,VALUE_IN_EUROS,30493.0
2018,Bulgaria,ES,Fresh or chilled cabbage lettuce(2000-2500),IMPORT,QUANTITY_IN_100KG,481.0
2019,Bulgaria,ES,Fresh or chilled cabbage lettuce(2000-2500),IMPORT,VALUE_IN_EUROS,123678.0
2019,Bulgaria,ES,Fresh or chilled cabbage lettuce(2000-2500),IMPORT,QUANTITY_IN_100KG,2183.0
2018,Bulgaria,ES,Fresh or chilled carrots and turnips(1988-2500),IMPORT,VALUE_IN_EUROS,13570.0
2018,Bulgaria,ES,Fresh or chilled carrots and turnips(1988-2500),IMPORT,QUANTITY_IN_100KG,138.0
2019,Bulgaria,ES,Fresh or chilled carrots and turnips(1988-2500),IMPORT,VALUE_IN_EUROS,17627.0
2019,Bulgaria,ES,Fresh or chilled carrots and turnips(1988-2500),IMPORT,QUANTITY_IN_100KG,190.0
2018,Bulgaria,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),IMPORT,VALUE_IN_EUROS,228196.0
2018,Bulgaria,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),IMPORT,QUANTITY_IN_100KG,2292.0
2019,Bulgaria,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),IMPORT,VALUE_IN_EUROS,383844.0
2019,Bulgaria,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),IMPORT,QUANTITY_IN_100KG,3144.0
2018,Bulgaria,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),IMPORT,VALUE_IN_EUROS,8310.0
2018,Bulgaria,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),IMPORT,QUANTITY_IN_100KG,141.0
2019,Bulgaria,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),IMPORT,VALUE_IN_EUROS,1708.0
2019,Bulgaria,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),IMPORT,QUANTITY_IN_100KG,13.0
2018,Bulgaria,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),IMPORT,VALUE_IN_EUROS,210.0
2018,Bulgaria,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),IMPORT,QUANTITY_IN_100KG,0.0
2019,Bulgaria,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),IMPORT,VALUE_IN_EUROS,282.0
2019,Bulgaria,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),IMPORT,QUANTITY_IN_100KG,2.0
2018,Bulgaria,ES,Fresh or chilled courgettes(2012-2500),IMPORT,VALUE_IN_EUROS,8974.0
2018,Bulgaria,ES,Fresh or chilled courgettes(2012-2500),IMPORT,QUANTITY_IN_100KG,106.0
2019,Bulgaria,ES,Fresh or chilled courgettes(2012-2500),IMPORT,VALUE_IN_EUROS,36900.0
2019,Bulgaria,ES,Fresh or chilled courgettes(2012-2500),IMPORT,QUANTITY_IN_100KG,447.0
2018,Bulgaria,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,VALUE_IN_EUROS,14638.0
2018,Bulgaria,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,QUANTITY_IN_100KG,138.0
2019,Bulgaria,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,VALUE_IN_EUROS,54694.0
2019,Bulgaria,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,QUANTITY_IN_100KG,571.0
2018,Bulgaria,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",IMPORT,VALUE_IN_EUROS,533.0
2018,Bulgaria,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",IMPORT,QUANTITY_IN_100KG,1.0
2019,Bulgaria,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",IMPORT,VALUE_IN_EUROS,1111.0
2019,Bulgaria,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",IMPORT,QUANTITY_IN_100KG,5.0
2018,Bulgaria,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,VALUE_IN_EUROS,237780.0
2018,Bulgaria,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,QUANTITY_IN_100KG,3281.0
2019,Bulgaria,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,VALUE_IN_EUROS,225758.0
2019,Bulgaria,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,QUANTITY_IN_100KG,2227.0
2018,Bulgaria,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,VALUE_IN_EUROS,68110.0
2018,Bulgaria,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,QUANTITY_IN_100KG,1581.0
2018,Bulgaria,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),IMPORT,VALUE_IN_EUROS,729.0
2018,Bulgaria,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),IMPORT,QUANTITY_IN_100KG,1.0
2019,Bulgaria,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),IMPORT,VALUE_IN_EUROS,430.0
2019,Bulgaria,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),IMPORT,QUANTITY_IN_100KG,2.0
2019,Bulgaria,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,VALUE_IN_EUROS,354.0
2019,Bulgaria,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,QUANTITY_IN_100KG,1.0
2018,Bulgaria,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",IMPORT,VALUE_IN_EUROS,1032.0
2018,Bulgaria,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",IMPORT,QUANTITY_IN_100KG,4.0
2019,Bulgaria,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",IMPORT,VALUE_IN_EUROS,3229.0
2019,Bulgaria,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",IMPORT,QUANTITY_IN_100KG,21.0
2018,Bulgaria,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,VALUE_IN_EUROS,102695.0
2018,Bulgaria,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,QUANTITY_IN_100KG,830.0
2019,Bulgaria,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,VALUE_IN_EUROS,204588.0
2019,Bulgaria,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,QUANTITY_IN_100KG,1940.0
2019,Bulgaria,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,VALUE_IN_EUROS,474.0
2019,Bulgaria,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,QUANTITY_IN_100KG,4.0
2018,Bulgaria,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,VALUE_IN_EUROS,10886.0
2018,Bulgaria,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,QUANTITY_IN_100KG,134.0
2018,Bulgaria,ES,Fresh or dried avocados(2000-2500),IMPORT,VALUE_IN_EUROS,200835.0
2018,Bulgaria,ES,Fresh or dried avocados(2000-2500),IMPORT,QUANTITY_IN_100KG,925.0
2019,Bulgaria,ES,Fresh or dried avocados(2000-2500),IMPORT,VALUE_IN_EUROS,370015.0
2019,Bulgaria,ES,Fresh or dried avocados(2000-2500),IMPORT,QUANTITY_IN_100KG,1531.0
2018,Bulgaria,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,VALUE_IN_EUROS,5627.0
2018,Bulgaria,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,QUANTITY_IN_100KG,206.0
2019,Bulgaria,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,VALUE_IN_EUROS,50610.0
2019,Bulgaria,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,QUANTITY_IN_100KG,1898.0
2018,Bulgaria,ES,Fresh or dried dates(1988-2500),IMPORT,VALUE_IN_EUROS,13038.0
2018,Bulgaria,ES,Fresh or dried dates(1988-2500),IMPORT,QUANTITY_IN_100KG,17.0
2019,Bulgaria,ES,Fresh or dried dates(1988-2500),IMPORT,VALUE_IN_EUROS,50393.0
2019,Bulgaria,ES,Fresh or dried dates(1988-2500),IMPORT,QUANTITY_IN_100KG,74.0
2018,Bulgaria,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,VALUE_IN_EUROS,7144.0
2018,Bulgaria,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,QUANTITY_IN_100KG,92.0
2019,Bulgaria,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,VALUE_IN_EUROS,28725.0
2019,Bulgaria,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,QUANTITY_IN_100KG,488.0
2018,Bulgaria,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,VALUE_IN_EUROS,48017.0
2018,Bulgaria,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,QUANTITY_IN_100KG,163.0
2019,Bulgaria,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,VALUE_IN_EUROS,100207.0
2019,Bulgaria,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,QUANTITY_IN_100KG,256.0
2018,Bulgaria,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,VALUE_IN_EUROS,20187.0
2018,Bulgaria,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,QUANTITY_IN_100KG,228.0
2019,Bulgaria,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,VALUE_IN_EUROS,571168.0
2019,Bulgaria,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,QUANTITY_IN_100KG,8908.0
2018,Bulgaria,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,VALUE_IN_EUROS,11725.0
2018,Bulgaria,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,QUANTITY_IN_100KG,62.0
2019,Bulgaria,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,VALUE_IN_EUROS,26937.0
2019,Bulgaria,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,QUANTITY_IN_100KG,127.0
2018,Bulgaria,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,VALUE_IN_EUROS,8437.0
2018,Bulgaria,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,QUANTITY_IN_100KG,91.0
2019,Bulgaria,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,VALUE_IN_EUROS,11718.0
2019,Bulgaria,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,QUANTITY_IN_100KG,167.0
2018,Bulgaria,ES,Fresh or dried pineapples(1988-2500),IMPORT,VALUE_IN_EUROS,444664.0
2018,Bulgaria,ES,Fresh or dried pineapples(1988-2500),IMPORT,QUANTITY_IN_100KG,3719.0
2019,Bulgaria,ES,Fresh or dried pineapples(1988-2500),IMPORT,VALUE_IN_EUROS,548759.0
2019,Bulgaria,ES,Fresh or dried pineapples(1988-2500),IMPORT,QUANTITY_IN_100KG,5622.0
2018,Bulgaria,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,VALUE_IN_EUROS,19328.0
2018,Bulgaria,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,QUANTITY_IN_100KG,76.0
2019,Bulgaria,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,VALUE_IN_EUROS,46153.0
2019,Bulgaria,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,QUANTITY_IN_100KG,160.0
2018,Bulgaria,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,VALUE_IN_EUROS,576.0
2018,Bulgaria,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,QUANTITY_IN_100KG,4.0
2019,Bulgaria,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,VALUE_IN_EUROS,39317.0
2019,Bulgaria,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,QUANTITY_IN_100KG,335.0
2018,Bulgaria,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,VALUE_IN_EUROS,3509.0
2018,Bulgaria,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,QUANTITY_IN_100KG,58.0
2019,Bulgaria,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,VALUE_IN_EUROS,23896.0
2019,Bulgaria,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,QUANTITY_IN_100KG,241.0
2018,Bulgaria,ES,Fresh persimmons(2012-2500),IMPORT,VALUE_IN_EUROS,37513.0
2018,Bulgaria,ES,Fresh persimmons(2012-2500),IMPORT,QUANTITY_IN_100KG,284.0
2019,Bulgaria,ES,Fresh persimmons(2012-2500),IMPORT,VALUE_IN_EUROS,63013.0
2019,Bulgaria,ES,Fresh persimmons(2012-2500),IMPORT,QUANTITY_IN_100KG,923.0
2018,Bulgaria,ES,Fresh plums(1998-2500),IMPORT,VALUE_IN_EUROS,7528.0
2018,Bulgaria,ES,Fresh plums(1998-2500),IMPORT,QUANTITY_IN_100KG,27.0
2019,Bulgaria,ES,Fresh plums(1998-2500),IMPORT,VALUE_IN_EUROS,9383.0
2019,Bulgaria,ES,Fresh plums(1998-2500),IMPORT,QUANTITY_IN_100KG,45.0
2019,Bulgaria,ES,Fresh quinces(2012-2500),IMPORT,VALUE_IN_EUROS,667.0
2019,Bulgaria,ES,Fresh quinces(2012-2500),IMPORT,QUANTITY_IN_100KG,10.0
2018,Bulgaria,ES,Fresh raspberries(1988-2500),IMPORT,VALUE_IN_EUROS,12966.0
2018,Bulgaria,ES,Fresh raspberries(1988-2500),IMPORT,QUANTITY_IN_100KG,29.0
2019,Bulgaria,ES,Fresh raspberries(1988-2500),IMPORT,VALUE_IN_EUROS,34490.0
2019,Bulgaria,ES,Fresh raspberries(1988-2500),IMPORT,QUANTITY_IN_100KG,186.0
2018,Bulgaria,ES,Fresh strawberries(2000-2500),IMPORT,VALUE_IN_EUROS,553.0
2018,Bulgaria,ES,Fresh strawberries(2000-2500),IMPORT,QUANTITY_IN_100KG,2.0
2019,Bulgaria,ES,Fresh strawberries(2000-2500),IMPORT,VALUE_IN_EUROS,12632.0
2019,Bulgaria,ES,Fresh strawberries(2000-2500),IMPORT,QUANTITY_IN_100KG,24.0
2018,Bulgaria,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,VALUE_IN_EUROS,150154.0
2018,Bulgaria,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,QUANTITY_IN_100KG,4009.0
2019,Bulgaria,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,VALUE_IN_EUROS,250749.0
2019,Bulgaria,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,QUANTITY_IN_100KG,9664.0
2018,Bulgaria,ES,Fresh table grapes(1998-2500),IMPORT,VALUE_IN_EUROS,31771.0
2018,Bulgaria,ES,Fresh table grapes(1998-2500),IMPORT,QUANTITY_IN_100KG,123.0
2019,Bulgaria,ES,Fresh table grapes(1998-2500),IMPORT,VALUE_IN_EUROS,10655.0
2019,Bulgaria,ES,Fresh table grapes(1998-2500),IMPORT,QUANTITY_IN_100KG,75.0
2018,Bulgaria,ES,Fresh watermelons(1996-2500),IMPORT,VALUE_IN_EUROS,15203.0
2018,Bulgaria,ES,Fresh watermelons(1996-2500),IMPORT,QUANTITY_IN_100KG,142.0
2019,Bulgaria,ES,Fresh watermelons(1996-2500),IMPORT,VALUE_IN_EUROS,21411.0
2019,Bulgaria,ES,Fresh watermelons(1996-2500),IMPORT,QUANTITY_IN_100KG,213.0
2018,Bulgaria,ES,Fresh white oranges(2017-2500),IMPORT,VALUE_IN_EUROS,8514.0
2018,Bulgaria,ES,Fresh white oranges(2017-2500),IMPORT,QUANTITY_IN_100KG,92.0
2018,Bulgaria,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,41907.0
2018,Bulgaria,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,2063.0
2019,Bulgaria,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,98401.0
2019,Bulgaria,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,2073.0
2018,Bulgaria,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,VALUE_IN_EUROS,9331.0
2018,Bulgaria,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,QUANTITY_IN_100KG,270.0
2019,Bulgaria,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,VALUE_IN_EUROS,5924.0
2019,Bulgaria,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,QUANTITY_IN_100KG,71.0
2019,Bulgaria,ES,"Plantains, fresh(2012-2500)",IMPORT,VALUE_IN_EUROS,598.0
2019,Bulgaria,ES,"Plantains, fresh(2012-2500)",IMPORT,QUANTITY_IN_100KG,5.0
2018,Bulgaria,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,VALUE_IN_EUROS,52080.0
2018,Bulgaria,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,QUANTITY_IN_100KG,3519.0
2019,Bulgaria,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,VALUE_IN_EUROS,94836.0
2019,Bulgaria,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,QUANTITY_IN_100KG,1576.0
2019,Bulgaria,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,14505.0
2019,Bulgaria,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,569.0
2018,Bulgaria,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,133716.0
2018,Bulgaria,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,1316.0
2019,Bulgaria,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,234098.0
2019,Bulgaria,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,2697.0
2018,Bulgaria,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,16419.0
2018,Bulgaria,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,309.0
2019,Bulgaria,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,55964.0
2019,Bulgaria,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,1100.0
2018,Croatia,ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,VALUE_IN_EUROS,4001.0
2018,Croatia,ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,QUANTITY_IN_100KG,71.0
2019,Croatia,ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,VALUE_IN_EUROS,1381.0
2019,Croatia,ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,QUANTITY_IN_100KG,3.0
2019,Croatia,ES,"Brussels sprouts, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,889.0
2019,Croatia,ES,"Brussels sprouts, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,4.0
2018,Croatia,ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,851979.0
2018,Croatia,ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,9927.0
2019,Croatia,ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,1029182.0
2019,Croatia,ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,11190.0
2018,Croatia,ES,Currants(2005-2500),IMPORT,VALUE_IN_EUROS,247.0
2018,Croatia,ES,Currants(2005-2500),IMPORT,QUANTITY_IN_100KG,0.0
2018,Croatia,ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",IMPORT,VALUE_IN_EUROS,60000.0
