PERIOD,REPORTER,PARTNER,PRODUCT,FLOW,INDICATORS,Value
2019,EU27,ES,"Bananas, fresh (excl. plantains)(2012-2500)",EXPORT,VALUE_IN_EUROS,124900811.0
2019,EU27,ES,"Bananas, fresh (excl. plantains)(2012-2500)",EXPORT,QUANTITY_IN_100KG,2009627.0
2018,EU27,ES,"Brussels sprouts, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,1504799.0
2018,EU27,ES,"Brussels sprouts, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,23196.0
2019,EU27,ES,"Brussels sprouts, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,1259621.0
2019,EU27,ES,"Brussels sprouts, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,22334.0
2018,EU27,ES,"Cucumbers, fresh or chilled(1998-2500)",EXPORT,VALUE_IN_EUROS,4393265.0
2018,EU27,ES,"Cucumbers, fresh or chilled(1998-2500)",EXPORT,QUANTITY_IN_100KG,40076.0
2019,EU27,ES,"Cucumbers, fresh or chilled(1998-2500)",EXPORT,VALUE_IN_EUROS,3620739.0
2019,EU27,ES,"Cucumbers, fresh or chilled(1998-2500)",EXPORT,QUANTITY_IN_100KG,37461.0
2018,EU27,ES,Currants(2005-2500),EXPORT,VALUE_IN_EUROS,562149.0
2018,EU27,ES,Currants(2005-2500),EXPORT,QUANTITY_IN_100KG,2225.0
2019,EU27,ES,Currants(2005-2500),EXPORT,VALUE_IN_EUROS,360716.0
2019,EU27,ES,Currants(2005-2500),EXPORT,QUANTITY_IN_100KG,1335.0
2018,EU27,ES,Dried apples(1988-2500),EXPORT,VALUE_IN_EUROS,1853747.0
2018,EU27,ES,Dried apples(1988-2500),EXPORT,QUANTITY_IN_100KG,3970.0
2019,EU27,ES,Dried apples(1988-2500),EXPORT,VALUE_IN_EUROS,1611244.0
2019,EU27,ES,Dried apples(1988-2500),EXPORT,QUANTITY_IN_100KG,2335.0
2018,EU27,ES,Dried apricots(1988-2500),EXPORT,VALUE_IN_EUROS,292796.0
2018,EU27,ES,Dried apricots(1988-2500),EXPORT,QUANTITY_IN_100KG,849.0
2019,EU27,ES,Dried apricots(1988-2500),EXPORT,VALUE_IN_EUROS,397223.0
2019,EU27,ES,Dried apricots(1988-2500),EXPORT,QUANTITY_IN_100KG,1244.0
2018,EU27,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,VALUE_IN_EUROS,188959.0
2018,EU27,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,QUANTITY_IN_100KG,796.0
2019,EU27,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,VALUE_IN_EUROS,169707.0
2019,EU27,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,QUANTITY_IN_100KG,683.0
2018,EU27,ES,Dried pawpaws(1988-2500),EXPORT,VALUE_IN_EUROS,75548.0
2018,EU27,ES,Dried pawpaws(1988-2500),EXPORT,QUANTITY_IN_100KG,261.0
2019,EU27,ES,Dried pawpaws(1988-2500),EXPORT,VALUE_IN_EUROS,42609.0
2019,EU27,ES,Dried pawpaws(1988-2500),EXPORT,QUANTITY_IN_100KG,78.0
2018,EU27,ES,"Dried peaches, incl. nectarines(1988-2500)",EXPORT,VALUE_IN_EUROS,310109.0
2018,EU27,ES,"Dried peaches, incl. nectarines(1988-2500)",EXPORT,QUANTITY_IN_100KG,3644.0
2019,EU27,ES,"Dried peaches, incl. nectarines(1988-2500)",EXPORT,VALUE_IN_EUROS,41646.0
2019,EU27,ES,"Dried peaches, incl. nectarines(1988-2500)",EXPORT,QUANTITY_IN_100KG,372.0
2018,EU27,ES,Dried pears(1988-2500),EXPORT,VALUE_IN_EUROS,179414.0
2018,EU27,ES,Dried pears(1988-2500),EXPORT,QUANTITY_IN_100KG,1677.0
2019,EU27,ES,Dried pears(1988-2500),EXPORT,VALUE_IN_EUROS,187106.0
2019,EU27,ES,Dried pears(1988-2500),EXPORT,QUANTITY_IN_100KG,1035.0
2018,EU27,ES,Dried prunes(1988-2500),EXPORT,VALUE_IN_EUROS,3179963.0
2018,EU27,ES,Dried prunes(1988-2500),EXPORT,QUANTITY_IN_100KG,15876.0
2019,EU27,ES,Dried prunes(1988-2500),EXPORT,VALUE_IN_EUROS,4814311.0
2019,EU27,ES,Dried prunes(1988-2500),EXPORT,QUANTITY_IN_100KG,27868.0
2018,EU27,ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",EXPORT,VALUE_IN_EUROS,171971746.0
2018,EU27,ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",EXPORT,QUANTITY_IN_100KG,2021849.0
2019,EU27,ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",EXPORT,VALUE_IN_EUROS,151519592.0
2019,EU27,ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",EXPORT,QUANTITY_IN_100KG,2245788.0
2018,EU27,ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),EXPORT,VALUE_IN_EUROS,1695795.0
2018,EU27,ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),EXPORT,QUANTITY_IN_100KG,14683.0
2019,EU27,ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),EXPORT,VALUE_IN_EUROS,1094504.0
2019,EU27,ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),EXPORT,QUANTITY_IN_100KG,13230.0
2018,EU27,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",EXPORT,VALUE_IN_EUROS,4055869.0
2018,EU27,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",EXPORT,QUANTITY_IN_100KG,6376.0
2019,EU27,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",EXPORT,VALUE_IN_EUROS,1657733.0
2019,EU27,ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",EXPORT,QUANTITY_IN_100KG,3192.0
2018,EU27,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),EXPORT,VALUE_IN_EUROS,2495.0
2018,EU27,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),EXPORT,QUANTITY_IN_100KG,4.0
2019,EU27,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),EXPORT,VALUE_IN_EUROS,13293.0
2019,EU27,ES,Fresh blackcurrants(2012-2500)|Fresh black currants(1988-2006),EXPORT,QUANTITY_IN_100KG,256.0
2018,EU27,ES,Fresh cherries (excl. sour cherries)(2012-2500),EXPORT,VALUE_IN_EUROS,1434841.0
2018,EU27,ES,Fresh cherries (excl. sour cherries)(2012-2500),EXPORT,QUANTITY_IN_100KG,9941.0
2019,EU27,ES,Fresh cherries (excl. sour cherries)(2012-2500),EXPORT,VALUE_IN_EUROS,2263885.0
2019,EU27,ES,Fresh cherries (excl. sour cherries)(2012-2500),EXPORT,QUANTITY_IN_100KG,6198.0
2018,EU27,ES,Fresh durians(2002-2500),EXPORT,VALUE_IN_EUROS,3849.0
2018,EU27,ES,Fresh durians(2002-2500),EXPORT,QUANTITY_IN_100KG,4.0
2019,EU27,ES,Fresh durians(2002-2500),EXPORT,VALUE_IN_EUROS,51119.0
2019,EU27,ES,Fresh durians(2002-2500),EXPORT,QUANTITY_IN_100KG,67.0
2018,EU27,ES,Fresh figs(1988-2500),EXPORT,VALUE_IN_EUROS,177664.0
2018,EU27,ES,Fresh figs(1988-2500),EXPORT,QUANTITY_IN_100KG,971.0
2019,EU27,ES,Fresh figs(1988-2500),EXPORT,VALUE_IN_EUROS,171562.0
2019,EU27,ES,Fresh figs(1988-2500),EXPORT,QUANTITY_IN_100KG,690.0
2018,EU27,ES,Fresh grapes (excl. table grapes)(2000-2500),EXPORT,VALUE_IN_EUROS,4613510.0
2018,EU27,ES,Fresh grapes (excl. table grapes)(2000-2500),EXPORT,QUANTITY_IN_100KG,22319.0
2019,EU27,ES,Fresh grapes (excl. table grapes)(2000-2500),EXPORT,VALUE_IN_EUROS,3115639.0
2019,EU27,ES,Fresh grapes (excl. table grapes)(2000-2500),EXPORT,QUANTITY_IN_100KG,18824.0
2018,EU27,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),EXPORT,VALUE_IN_EUROS,108157670.0
2018,EU27,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),EXPORT,QUANTITY_IN_100KG,743122.0
2019,EU27,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),EXPORT,VALUE_IN_EUROS,108705560.0
2019,EU27,ES,Fresh kiwifruit(2000-2500)|Fresh kiwifruit(1996-1996),EXPORT,QUANTITY_IN_100KG,791104.0
2018,EU27,ES,Fresh melons (excl. watermelons)(1996-2500),EXPORT,VALUE_IN_EUROS,6978398.0
2018,EU27,ES,Fresh melons (excl. watermelons)(1996-2500),EXPORT,QUANTITY_IN_100KG,87789.0
2019,EU27,ES,Fresh melons (excl. watermelons)(1996-2500),EXPORT,VALUE_IN_EUROS,7744480.0
2019,EU27,ES,Fresh melons (excl. watermelons)(1996-2500),EXPORT,QUANTITY_IN_100KG,85273.0
2018,EU27,ES,Fresh navel oranges(2017-2500),EXPORT,VALUE_IN_EUROS,17194766.0
2018,EU27,ES,Fresh navel oranges(2017-2500),EXPORT,QUANTITY_IN_100KG,261358.0
2019,EU27,ES,Fresh navel oranges(2017-2500),EXPORT,VALUE_IN_EUROS,17681594.0
2019,EU27,ES,Fresh navel oranges(2017-2500),EXPORT,QUANTITY_IN_100KG,243816.0
2018,EU27,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",EXPORT,VALUE_IN_EUROS,3101259.0
2018,EU27,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",EXPORT,QUANTITY_IN_100KG,42497.0
2019,EU27,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",EXPORT,VALUE_IN_EUROS,2925525.0
2019,EU27,ES,"Fresh nectarines(1998-2500)|Nectarines, fresh(1993-1994)",EXPORT,QUANTITY_IN_100KG,51321.0
2018,EU27,ES,Fresh or chilled asparagus(1988-2500),EXPORT,VALUE_IN_EUROS,4588979.0
2018,EU27,ES,Fresh or chilled asparagus(1988-2500),EXPORT,QUANTITY_IN_100KG,12555.0
2019,EU27,ES,Fresh or chilled asparagus(1988-2500),EXPORT,VALUE_IN_EUROS,4965024.0
2019,EU27,ES,Fresh or chilled asparagus(1988-2500),EXPORT,QUANTITY_IN_100KG,12912.0
2018,EU27,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",EXPORT,VALUE_IN_EUROS,589231.0
2018,EU27,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",EXPORT,QUANTITY_IN_100KG,5524.0
2019,EU27,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",EXPORT,VALUE_IN_EUROS,823095.0
2019,EU27,ES,"Fresh or chilled aubergines ""eggplants""(1988-2500)",EXPORT,QUANTITY_IN_100KG,7942.0
2018,EU27,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,19840253.0
2018,EU27,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,609422.0
2019,EU27,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,18399674.0
2019,EU27,ES,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,574403.0
2018,EU27,ES,Fresh or chilled cabbage lettuce(2000-2500),EXPORT,VALUE_IN_EUROS,5680985.0
2018,EU27,ES,Fresh or chilled cabbage lettuce(2000-2500),EXPORT,QUANTITY_IN_100KG,52152.0
2019,EU27,ES,Fresh or chilled cabbage lettuce(2000-2500),EXPORT,VALUE_IN_EUROS,5003416.0
2019,EU27,ES,Fresh or chilled cabbage lettuce(2000-2500),EXPORT,QUANTITY_IN_100KG,50496.0
2018,EU27,ES,Fresh or chilled capers(2012-2500),EXPORT,VALUE_IN_EUROS,2289.0
2018,EU27,ES,Fresh or chilled capers(2012-2500),EXPORT,QUANTITY_IN_100KG,4.0
2019,EU27,ES,Fresh or chilled capers(2012-2500),EXPORT,VALUE_IN_EUROS,2733.0
2019,EU27,ES,Fresh or chilled capers(2012-2500),EXPORT,QUANTITY_IN_100KG,5.0
2018,EU27,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,VALUE_IN_EUROS,9605149.0
2018,EU27,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,QUANTITY_IN_100KG,256803.0
2019,EU27,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,VALUE_IN_EUROS,8261136.0
2019,EU27,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,QUANTITY_IN_100KG,272500.0
2018,EU27,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),EXPORT,VALUE_IN_EUROS,7156761.0
2018,EU27,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),EXPORT,QUANTITY_IN_100KG,106661.0
2019,EU27,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),EXPORT,VALUE_IN_EUROS,8547175.0
2019,EU27,ES,Fresh or chilled cauliflowers and headed broccoli(2000-2500),EXPORT,QUANTITY_IN_100KG,120571.0
2018,EU27,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),EXPORT,VALUE_IN_EUROS,115277.0
2018,EU27,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),EXPORT,QUANTITY_IN_100KG,869.0
2019,EU27,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),EXPORT,VALUE_IN_EUROS,305048.0
2019,EU27,ES,Fresh or chilled celery (excl. celeriac)(1988-2500),EXPORT,QUANTITY_IN_100KG,2787.0
2018,EU27,ES,Fresh or chilled chanterelles(2002-2500),EXPORT,VALUE_IN_EUROS,1663359.0
2018,EU27,ES,Fresh or chilled chanterelles(2002-2500),EXPORT,QUANTITY_IN_100KG,1778.0
2019,EU27,ES,Fresh or chilled chanterelles(2002-2500),EXPORT,VALUE_IN_EUROS,1529022.0
2019,EU27,ES,Fresh or chilled chanterelles(2002-2500),EXPORT,QUANTITY_IN_100KG,1843.0
2018,EU27,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),EXPORT,VALUE_IN_EUROS,2877899.0
2018,EU27,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),EXPORT,QUANTITY_IN_100KG,27460.0
2019,EU27,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),EXPORT,VALUE_IN_EUROS,2290869.0
2019,EU27,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),EXPORT,QUANTITY_IN_100KG,21656.0
2018,EU27,ES,Fresh or chilled courgettes(2012-2500),EXPORT,VALUE_IN_EUROS,1966814.0
2018,EU27,ES,Fresh or chilled courgettes(2012-2500),EXPORT,QUANTITY_IN_100KG,17582.0
2019,EU27,ES,Fresh or chilled courgettes(2012-2500),EXPORT,VALUE_IN_EUROS,3490373.0
2019,EU27,ES,Fresh or chilled courgettes(2012-2500),EXPORT,QUANTITY_IN_100KG,41740.0
2018,EU27,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,VALUE_IN_EUROS,5853365.0
2018,EU27,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,QUANTITY_IN_100KG,11709.0
2019,EU27,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,VALUE_IN_EUROS,6968002.0
2019,EU27,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,QUANTITY_IN_100KG,14360.0
2018,EU27,ES,Fresh or chilled fennel(2012-2500),EXPORT,VALUE_IN_EUROS,769663.0
2018,EU27,ES,Fresh or chilled fennel(2012-2500),EXPORT,QUANTITY_IN_100KG,8133.0
2019,EU27,ES,Fresh or chilled fennel(2012-2500),EXPORT,VALUE_IN_EUROS,1213693.0
2019,EU27,ES,Fresh or chilled fennel(2012-2500),EXPORT,QUANTITY_IN_100KG,10439.0
2018,EU27,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,VALUE_IN_EUROS,3270942.0
2018,EU27,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,QUANTITY_IN_100KG,4787.0
2019,EU27,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,VALUE_IN_EUROS,2314582.0
2019,EU27,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,QUANTITY_IN_100KG,3084.0
2018,EU27,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,VALUE_IN_EUROS,859615.0
2018,EU27,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,QUANTITY_IN_100KG,6676.0
2019,EU27,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,VALUE_IN_EUROS,3520629.0
2019,EU27,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,QUANTITY_IN_100KG,20912.0
2018,EU27,ES,Fresh or chilled gherkins(1988-2500),EXPORT,VALUE_IN_EUROS,23709.0
2018,EU27,ES,Fresh or chilled gherkins(1988-2500),EXPORT,QUANTITY_IN_100KG,38.0
2019,EU27,ES,Fresh or chilled gherkins(1988-2500),EXPORT,VALUE_IN_EUROS,1067.0
2019,EU27,ES,Fresh or chilled gherkins(1988-2500),EXPORT,QUANTITY_IN_100KG,7.0
2018,EU27,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,VALUE_IN_EUROS,136976.0
2018,EU27,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,QUANTITY_IN_100KG,666.0
2019,EU27,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,VALUE_IN_EUROS,302745.0
2019,EU27,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,QUANTITY_IN_100KG,3489.0
2018,EU27,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,VALUE_IN_EUROS,241978.0
2018,EU27,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,QUANTITY_IN_100KG,2380.0
2019,EU27,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,VALUE_IN_EUROS,538337.0
2019,EU27,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,QUANTITY_IN_100KG,6013.0
2018,EU27,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,VALUE_IN_EUROS,11504566.0
2018,EU27,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,QUANTITY_IN_100KG,76454.0
2019,EU27,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,VALUE_IN_EUROS,9419292.0
2019,EU27,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,QUANTITY_IN_100KG,77378.0
2018,EU27,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,VALUE_IN_EUROS,2855050.0
2018,EU27,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,QUANTITY_IN_100KG,11803.0
2019,EU27,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,VALUE_IN_EUROS,3045894.0
2019,EU27,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,QUANTITY_IN_100KG,13340.0
2018,EU27,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,VALUE_IN_EUROS,2586084.0
2018,EU27,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,QUANTITY_IN_100KG,91702.0
2019,EU27,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,VALUE_IN_EUROS,4845020.0
2019,EU27,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,QUANTITY_IN_100KG,105343.0
2018,EU27,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,VALUE_IN_EUROS,16434763.0
2018,EU27,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,QUANTITY_IN_100KG,241134.0
2019,EU27,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,VALUE_IN_EUROS,11572996.0
2019,EU27,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,QUANTITY_IN_100KG,166309.0
2018,EU27,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,VALUE_IN_EUROS,9774684.0
2018,EU27,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,QUANTITY_IN_100KG,218612.0
2019,EU27,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,VALUE_IN_EUROS,9947021.0
2019,EU27,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,QUANTITY_IN_100KG,217126.0
2018,EU27,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,3630014.0
2018,EU27,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,137584.0
2019,EU27,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,1113833.0
2019,EU27,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,7864.0
2018,EU27,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,VALUE_IN_EUROS,1693642.0
2018,EU27,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,QUANTITY_IN_100KG,9374.0
2019,EU27,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,VALUE_IN_EUROS,2215495.0
2019,EU27,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,QUANTITY_IN_100KG,12475.0
2018,EU27,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,VALUE_IN_EUROS,7044260.0
2018,EU27,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,QUANTITY_IN_100KG,63713.0
2019,EU27,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,VALUE_IN_EUROS,8144690.0
2019,EU27,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,QUANTITY_IN_100KG,62760.0
2018,EU27,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,VALUE_IN_EUROS,3256845.0
2018,EU27,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,QUANTITY_IN_100KG,124020.0
2019,EU27,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,VALUE_IN_EUROS,2960051.0
2019,EU27,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,QUANTITY_IN_100KG,110747.0
2018,EU27,ES,Fresh or chilled truffles(2007-2500),EXPORT,VALUE_IN_EUROS,3136351.0
2018,EU27,ES,Fresh or chilled truffles(2007-2500),EXPORT,QUANTITY_IN_100KG,367.0
2019,EU27,ES,Fresh or chilled truffles(2007-2500),EXPORT,VALUE_IN_EUROS,3429573.0
2019,EU27,ES,Fresh or chilled truffles(2007-2500),EXPORT,QUANTITY_IN_100KG,453.0
2018,EU27,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,VALUE_IN_EUROS,1754473.0
2018,EU27,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,QUANTITY_IN_100KG,19420.0
2019,EU27,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,VALUE_IN_EUROS,2096373.0
2019,EU27,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,QUANTITY_IN_100KG,51559.0
2018,EU27,ES,Fresh or dried avocados(2000-2500),EXPORT,VALUE_IN_EUROS,38652145.0
2018,EU27,ES,Fresh or dried avocados(2000-2500),EXPORT,QUANTITY_IN_100KG,228010.0
2019,EU27,ES,Fresh or dried avocados(2000-2500),EXPORT,VALUE_IN_EUROS,52213377.0
2019,EU27,ES,Fresh or dried avocados(2000-2500),EXPORT,QUANTITY_IN_100KG,239439.0
2018,EU27,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,VALUE_IN_EUROS,417514.0
2018,EU27,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,QUANTITY_IN_100KG,2398.0
2019,EU27,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,VALUE_IN_EUROS,650427.0
2019,EU27,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,QUANTITY_IN_100KG,4616.0
2018,EU27,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,VALUE_IN_EUROS,5177988.0
2018,EU27,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,QUANTITY_IN_100KG,58857.0
