product,origen,Unidad,familia,price_mean,Volumen,Valor (en euros),DATE
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,11.59090909,806190,9344474.999,5/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.5,71648,537360,6/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.5,7893,59197.5,7/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.5,1250,9375,8/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.5,11,82.5,9/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.5,91,682.5,10/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,7.533333333,7459,56191.13333,11/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,8,52972,423776,12/1/2019
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,8,328128,2625024,1/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,8,716808,5734464,2/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6.727272727,924325,6218186.363,3/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,651700,3910200,4/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,600914,3605484,5/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,135184,811104,6/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,21105,126630,7/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,18918,113508,8/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,11643,69858,9/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,6,22635,135810,10/1/2020
FRUTAS FRESA,HUELVA,kg,FRUTAS OTRAS,5.523809524,18165,100340,11/1/2020
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,5.6,90,504,5/1/2018
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,2.25,190,427.5,1/1/2019
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,8.7,2168,18861.6,3/1/2019
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,15,1906,28590,4/1/2019
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,15,213,3195,5/1/2019
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,7.5,3456,25920,7/1/2019
FRUTAS FRESA,ITALIA,kg,FRUTAS OTRAS,7.5,1246,9345,10/1/2019
FRUTAS FRESA,LA CORUÑA,kg,FRUTAS OTRAS,7.5,228,1710,10/1/2019
FRUTAS FRESA,LERIDA,kg,FRUTAS OTRAS,2,30,60,8/1/2018
FRUTAS FRESA,LOGROÑO,kg,FRUTAS OTRAS,2,385,770,9/1/2018
FRUTAS FRESA,LOGROÑO,kg,FRUTAS OTRAS,2,250,500,10/1/2018
FRUTAS FRESA,LOGROÑO,kg,FRUTAS OTRAS,15,1536,23040,4/1/2019
FRUTAS FRESA,LUXEMBURGO,kg,FRUTAS OTRAS,15,908,13620,4/1/2019
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,2,2440,4880,10/1/2018
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,2,7894,15788,11/1/2018
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,2,7012,14024,12/1/2018
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,2.5,229,572.5,2/1/2019
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,6,188,1128,9/1/2020
FRUTAS FRESA,MADRID,kg,FRUTAS OTRAS,6,820,4920,10/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,5.3,588,3116.4,7/1/2018
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,2.235714286,3000,6707.142858,8/1/2018
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,2,1572,3144,9/1/2018
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,2,740,1480,10/1/2018
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,2,268,536,11/1/2018
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,15,40,600,3/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,7.5,321,2407.5,6/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,7.5,742,5565,7/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6.95,2150,14942.5,8/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,7.5,1831,13732.5,9/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,7.5,139,1042.5,10/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,7.5,109,817.5,11/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,8,202,1616,12/1/2019
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,8,677,5416,1/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,8,273,2184,2/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,8,300,2400,3/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,49,294,4/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,352,2112,6/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,1508,9048,7/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,1112,6672,8/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,2413,14478,9/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,6,1684,10104,10/1/2020
FRUTAS FRESA,MALAGA,kg,FRUTAS OTRAS,5.666666667,844,4782.666667,11/1/2020
FRUTAS FRESA,MARRUECOS,kg,FRUTAS OTRAS,6,16,96,4/1/2020
FRUTAS FRESA,MURCIA,kg,FRUTAS OTRAS,5.6,528,2956.8,4/1/2018
FRUTAS FRESA,MURCIA,kg,FRUTAS OTRAS,5.525,14256,78764.4,6/1/2018
FRUTAS FRESA,MURCIA,kg,FRUTAS OTRAS,2,2581,5162,9/1/2018
FRUTAS FRESA,MURCIA,kg,FRUTAS OTRAS,2,582,1164,10/1/2018
FRUTAS FRESA,ORENSE,kg,FRUTAS OTRAS,5.6,777,4351.2,3/1/2018
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,5.6,353,1976.8,4/1/2018
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,2,8,16,11/1/2018
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,2,160,320,12/1/2018
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,2.416666667,1798,4345.166667,1/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,2.5,408,1020,2/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,15,291,4365,4/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,7.5,125,937.5,6/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,7.5,62,465,7/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,8,1940,15520,12/1/2019
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,8,713,5704,2/1/2020
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,6,42,252,6/1/2020
FRUTAS FRESA,OTRAS PROVINCIAS,kg,FRUTAS OTRAS,6,9,54,7/1/2020
FRUTAS FRESA,PONTEVEDRA,kg,FRUTAS OTRAS,5.6,620,3472,1/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,5.6,550,3080,5/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,5.385714286,2625,14137.5,6/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,5.3,4670,24751,7/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,2.61875,11020,28858.625,8/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,2,9045,18090,9/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,2,5960,11920,10/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,2,3140,6280,11/1/2018
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.5,2080,15600,5/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.5,940,7050,6/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.5,460,3450,7/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.5,836,6270,9/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.5,1052,7890,10/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,7.558823529,5968,45111.05882,11/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,8,4220,33760,12/1/2019
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,8,6423,51384,1/1/2020
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,8,4384,35072,2/1/2020
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,8,722,5776,3/1/2020
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,6,4136,24816,10/1/2020
FRUTAS FRESA,SEGOVIA,kg,FRUTAS OTRAS,5.555555556,2196,12200,11/1/2020
FRUTAS FRESA,SEVILLA,kg,FRUTAS OTRAS,2,1600,3200,11/1/2018
FRUTAS FRESA,SEVILLA,kg,FRUTAS OTRAS,2,4316,8632,12/1/2018
FRUTAS FRESA,SEVILLA,kg,FRUTAS OTRAS,2.333333333,3540,8259.999999,1/1/2019
FRUTAS FRESA,SEVILLA,kg,FRUTAS OTRAS,2.5,256,640,2/1/2019
FRUTAS FRESA,SEVILLA,kg,FRUTAS OTRAS,15,4992,74880,4/1/2019
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,2,440,880,10/1/2018
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,2,338,676,12/1/2018
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,15,640,9600,4/1/2019
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,7.5,4743,35572.5,5/1/2019
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,8,264,2112,12/1/2019
FRUTAS FRESA,TARRAGONA,kg,FRUTAS OTRAS,6,1800,10800,5/1/2020
FRUTAS FRESA,USA,kg,FRUTAS OTRAS,5.6,666,3729.6,1/1/2018
FRUTAS FRESA,USA,kg,FRUTAS OTRAS,5.6,18,100.8,3/1/2018
FRUTAS FRESA,USA,kg,FRUTAS OTRAS,5.6,8,44.8,4/1/2018
FRUTAS FRESA,USA,kg,FRUTAS OTRAS,15,6,90,5/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,5.6,300,1680,3/1/2018
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,5.6,1536,8601.6,4/1/2018
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,5.6,4754,26622.4,5/1/2018
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,5.5,1094,6017,6/1/2018
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,2.5,5281,13202.5,1/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,12.48,1548,19319.04,3/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,15,6959,104385,4/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,11.5,5750,66125,5/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,7.5,2592,19440,6/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,7.5,242,1815,11/1/2019
FRUTAS FRESA,VALENCIA,kg,FRUTAS OTRAS,6.666666667,1160,7733.333334,3/1/2020
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,5.6,2000,11200,2/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,5.6,365,2044,3/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,5.6,822,4603.2,4/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,5.6,480,2688,6/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,5.3,1192,6317.6,7/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,2,872,1744,11/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,2,750,1500,12/1/2018
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,2,1704,3408,1/1/2019
FRUTAS FRESA,VALLADOLID,kg,FRUTAS OTRAS,2.5,2175,5437.5,2/1/2019
FRUTAS FRESA,VIZCAYA,kg,FRUTAS OTRAS,6,107,642,7/1/2020
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,5.6,902,5051.2,2/1/2018
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,5.6,11737,65727.2,4/1/2018
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,5.6,768,4300.8,5/1/2018
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,5.6,768,4300.8,6/1/2018
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,5.3,37,196.1,8/1/2018
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,2.5,696,1740,1/1/2019
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,15,2688,40320,4/1/2019
FRUTAS FRESA,ZARAGOZA,kg,FRUTAS OTRAS,8,3306,26448,2/1/2020
FRUTAS FRESON,ALICANTE,kg,FRUTAS OTRAS,2.2,1372,3018.4,5/1/2020
FRUTAS FRESON,ALICANTE,kg,FRUTAS OTRAS,4,512,2048,7/1/2020
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,3.75,1892,7095,1/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,2.64,5536,14615.04,2/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,1.825,1566,2857.95,3/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,1.1,1800,1980,5/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,2.25,1934,4351.5,9/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,2.2,2114,4650.8,12/1/2018
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,2.5,1201,3002.5,1/1/2019
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,5.5,734,4037,11/1/2019
FRUTAS FRESON,ALMERIA,kg,FRUTAS OTRAS,2.5,297,742.5,2/1/2020
FRUTAS FRESON,ARGENTINA,kg,FRUTAS OTRAS,2.5,20,50,2/1/2019
FRUTAS FRESON,ARGENTINA,kg,FRUTAS OTRAS,2.4,32,76.8,3/1/2019
FRUTAS FRESON,ARGENTINA,kg,FRUTAS OTRAS,1.45,76,110.2,4/1/2019
FRUTAS FRESON,ARGENTINA,kg,FRUTAS OTRAS,3.5,28,98,6/1/2020
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.294444444,11295,25915.74999,8/1/2018
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.283333333,11855,27068.91666,9/1/2018
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.205555556,24215,53407.52779,10/1/2018
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.2,6682,14700.4,11/1/2018
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.8,1600,4480,1/1/2019
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.495,9361,23355.695,6/1/2019
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,3.92,24194,94840.48,7/1/2019
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,7,1349,9443,11/1/2019
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,5,64,320,12/1/2019
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,5,3,15,1/1/2020
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,2.04,23089,47101.56,2/1/2020
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,1.2,536,643.2,3/1/2020
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,1.221428571,3868,4724.485713,4/1/2020
FRUTAS FRESON,AVILA,kg,FRUTAS OTRAS,3.75,195,731.25,7/1/2020
FRUTAS FRESON,BALEARES,kg,FRUTAS OTRAS,1.95,366,713.7,7/1/2018
FRUTAS FRESON,BALEARES,kg,FRUTAS OTRAS,3.488888889,2912,10159.64444,8/1/2020
FRUTAS FRESON,BALEARES,kg,FRUTAS OTRAS,4.471428571,2112,9443.657142,9/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.561111111,10466,26804.58889,2/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.838095238,60887,111916.1048,3/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.59,50729,80659.11,4/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.183333333,48442,57323.03332,5/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.146875,47329,54280.44688,6/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.9225,26570,51080.825,7/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.297727273,10032,23050.8,8/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.313888889,5594,12943.89445,9/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.206818182,16461,36326.43409,10/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.2,13872,30518.4,11/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.2,29621,65166.2,12/1/2018
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.495454545,70646,176293.8818,1/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.8025,133810,375002.525,2/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.90952381,120472,230044.1524,3/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.445,98120,141783.4,4/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.763636364,145804,257145.2364,5/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.427777778,161962,393207.7445,6/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.853333333,39518,152276.0267,7/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.7,10757,39800.9,8/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.286363636,11966,39324.62727,9/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.5,15266,53431,10/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,5.875,19924,117053.5,11/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,6,34742,208452,12/1/2019
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.869047619,60807,235265.1786,1/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.3,30339,69779.7,2/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.838095238,36945,67908.42857,3/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.203571429,29040,34951.7143,4/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,1.4025,69304,97198.86,5/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,2.4,134948,323875.2,6/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,3.875,2629,10187.375,7/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,4.75,16,76,10/1/2020
FRUTAS FRESON,BARCELONA,kg,FRUTAS OTRAS,5.4,2,10.8,11/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.55952381,115128,409800.8572,1/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3,1685,5055,2/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.3,78161,101609.3,6/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.954761905,37275,72863.75001,7/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.297058824,29866,68603.95884,8/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.308333333,15543,35878.42499,9/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.208333333,26552,58635.66666,10/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.2,14175,31185,11/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.2,1152,2534.4,12/1/2018
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.933333333,1128,2180.8,5/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.266666667,14680,33274.66667,6/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.94,58864,231924.16,7/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.823809524,84849,324446.4143,8/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.218421053,111779,359751.8869,9/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.5,95969,335891.5,10/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,5.789473684,43645,252681.5789,11/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,5.888888889,10239,60296.33333,12/1/2019
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.716666667,12074,44875.03334,1/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.686666667,17202,46216.04001,2/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.831578947,9360,17143.57894,3/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.202941176,9639,11595.15,4/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,1.245,5140,6399.3,5/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,2.361111111,20055,47352.08333,6/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.954545455,24707,97704.95456,7/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,3.093333333,26266,81249.49332,8/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,4.75,15612,74157,9/1/2020
FRUTAS FRESON,BELGICA,kg,FRUTAS OTRAS,4.75,8739,41510.25,10/1/2020
FRUTAS FRESON,BURGOS,kg,FRUTAS OTRAS,1.74,7212,12548.88,3/1/2018
FRUTAS FRESON,BURGOS,kg,FRUTAS OTRAS,2.2,946,2081.2,12/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,3.583333333,4988,17873.66667,1/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.4,1195,2868,2/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.827272727,14573,26628.84545,3/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.5625,23615,36898.4375,4/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.235,25351,31308.485,5/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.433333333,11951,17129.76666,6/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.84375,6361,11728.09375,7/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.2,1122,2468.4,12/1/2018
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.5375,3286,8338.225,1/1/2019
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.35,550,1292.5,2/1/2019
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,1.4,5857,8199.8,4/1/2019
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.583333333,1015,2622.083333,6/1/2019
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,5.666666667,572,3241.333334,12/1/2019
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,2.475,4266,10558.35,2/1/2020
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,3.5,5324,18634,6/1/2020
FRUTAS FRESON,CADIZ,kg,FRUTAS OTRAS,4,1070,4280,7/1/2020
FRUTAS FRESON,CATELLON,kg,FRUTAS OTRAS,1.15,1976,2272.4,6/1/2018
FRUTAS FRESON,CATELLON,kg,FRUTAS OTRAS,4.5,898,4041,1/1/2020
FRUTAS FRESON,CORDOBA,kg,FRUTAS OTRAS,3,212,636,9/1/2019
FRUTAS FRESON,CUENCA,kg,FRUTAS OTRAS,2.4,204,489.6,9/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,1.15,2872,3302.8,5/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,1.15,1376,1582.4,6/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,2.3,10814,24872.2,8/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,2.2,7628,16781.6,10/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,2.2,2048,4505.6,11/1/2018
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,2.383333333,2930,6983.166666,6/1/2019
FRUTAS FRESON,ECUADOR,kg,FRUTAS OTRAS,3.766666667,16054,60470.06667,7/1/2019
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,3.75,170,637.5,1/1/2018
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,1.9,3730,7087,2/1/2018
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,1.066666667,23180,24725.33334,5/1/2018
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,2.2,1876,4127.2,12/1/2018
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,2.5,392,980,1/1/2019
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,2.5,5175,12937.5,2/1/2019
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,2.5,278,695,3/1/2019
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,7,150,1050,12/1/2019
FRUTAS FRESON,FRANCIA,kg,FRUTAS OTRAS,2.5,1152,2880,2/1/2020
FRUTAS FRESON,GERONA,kg,FRUTAS OTRAS,1.8875,2308,4356.35,3/1/2018
FRUTAS FRESON,GERONA,kg,FRUTAS OTRAS,1.3,608,790.4,4/1/2019
FRUTAS FRESON,GRANADA,kg,FRUTAS OTRAS,1.15,152,174.8,6/1/2018
