FECHA,PRODUCTO,SECTOR,PRECIO MEDIO,PROCEDENCIA
2018-10,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.77,MercaBarna
2018-10,CEREZAS,FRUTAS HUESO,3.00,MercaBarna
2018-10,CHAMPIÑONES,OTROS SETAS,1.75,MercaBarna
2018-10,CHIRIMOIA,FRUTAS EXOTICAS,1.92,MercaBarna
2018-10,CHIRIVIA,HORTALIZAS RAIZ,0.87,MercaBarna
2018-10,CIRUELA,FRUTAS HUESO,1.31,MercaBarna
2018-10,COCOS,FRUTAS EXOTICAS,1.05,MercaBarna
2018-10,COL BRUSELAS,HORTALIZAS HOJA,0.90,MercaBarna
2018-10,COLES,HORTALIZAS HOJA,0.94,MercaBarna
2018-10,COLES CHINA,HORTALIZAS HOJA,0.75,MercaBarna
2018-10,COLES LOMBARDA,HORTALIZAS HOJA,0.75,MercaBarna
2018-10,COLIFLOR,HORTALIZAS INFLORESC.,1.18,MercaBarna
2018-10,DATILES,FRUTAS OTRAS,1.25,MercaBarna
2018-10,ENDIBIAS,HORTALIZAS TALLOS,0.85,MercaBarna
2018-10,ESCAROLA,HORTALIZAS HOJA,0.81,MercaBarna
2018-10,ESPARRAGO BLANCO,HORTALIZAS TALLOS,2.75,MercaBarna
2018-10,ESPARRAGO VERDE,HORTALIZAS TALLOS,2.08,MercaBarna
2018-10,ESPINACAS,HORTALIZAS HOJA,0.75,MercaBarna
2018-10,FRUTAS CAQUIS,FRUTAS OTRAS,1.18,MercaBarna
2018-10,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2018-10,FRUTAS FRESA,FRUTAS OTRAS,2.00,MercaBarna
2018-10,FRUTAS FRESON,FRUTAS OTRAS,2.21,MercaBarna
2018-10,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2018-10,FRUTAS GRANADAS,FRUTAS OTRAS,1.58,MercaBarna
2018-10,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2018-10,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.85,MercaBarna
2018-10,FRUTAS HIGOS,FRUTAS OTRAS,2.23,MercaBarna
2018-10,FRUTAS KIWIS,FRUTAS OTRAS,2.00,MercaBarna
2018-10,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.75,MercaBarna
2018-10,FRUTAS MELON GALIA,FRUTAS OTRAS,0.70,MercaBarna
2018-10,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,1.00,MercaBarna
2018-10,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,0.83,MercaBarna
2018-10,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2018-10,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,1.02,MercaBarna
2018-10,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,0.91,MercaBarna
2018-10,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.72,MercaBarna
2018-10,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.30,MercaBarna
2018-10,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.35,MercaBarna
2018-10,FRUTAS UVA BLANCA,FRUTAS OTRAS,1.35,MercaBarna
2018-10,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.26,MercaBarna
2018-10,GIRGOLAS,OTROS SETAS,1.93,MercaBarna
2018-10,GUISANTE,HORTALIZAS VAINA,1.75,MercaBarna
2018-10,HABAS,HORTALIZAS VAINA,1.30,MercaBarna
2018-10,HINOJO,HORTALIZAS HOJA,0.70,MercaBarna
2018-10,JUDIA BOBI,HORTALIZAS VAINA,2.26,MercaBarna
2018-10,JUDIA FINA,HORTALIZAS VAINA,2.96,MercaBarna
2018-10,JUDIA PERONA,HORTALIZAS VAINA,3.01,MercaBarna
2018-10,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,2.67,MercaBarna
2018-10,LECHUGA ICEBERG,HORTALIZAS HOJA,0.71,MercaBarna
2018-10,LECHUGA LARGA,HORTALIZAS HOJA,0.70,MercaBarna
2018-10,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.50,MercaBarna
2018-10,LIMA,FRUTAS CITRICOS,2.00,MercaBarna
2018-10,LIMON,FRUTAS CITRICOS,1.40,MercaBarna
2018-10,MAIZ,OTROS OTROS,1.95,MercaBarna
2018-10,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.02,MercaBarna
2018-10,MANDARINA SATSUMA,FRUTAS CITRICOS,1.10,MercaBarna
2018-10,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.10,MercaBarna
2018-10,MANGOS,FRUTAS EXOTICAS,2.34,MercaBarna
2018-10,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.97,MercaBarna
2018-10,MANZANA BICOLOR,FRUTAS SEMILLA,1.05,MercaBarna
2018-10,MANZANA ROJA,FRUTAS SEMILLA,1.10,MercaBarna
2018-10,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,1.09,MercaBarna
2018-10,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.18,MercaBarna
2018-10,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2018-10,MELOCOTON AMARILLO,FRUTAS HUESO,1.15,MercaBarna
2018-10,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,0.91,MercaBarna
2018-10,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,1.12,MercaBarna
2018-10,MEMBRILLO,FRUTAS SEMILLA,0.77,MercaBarna
2018-10,NABO,HORTALIZAS RAIZ,0.76,MercaBarna
2018-10,NARANJA,FRUTAS CITRICOS,1.08,MercaBarna
2018-10,NASHIS,FRUTAS SEMILLA,1.10,MercaBarna
2018-10,NECTARINA PULPA AMARILLA,FRUTAS HUESO,1.00,MercaBarna
2018-10,NECTARINA PULPA BLANCA,FRUTAS HUESO,1.20,MercaBarna
2018-10,NISPERO,FRUTAS SEMILLA,1.70,MercaBarna
2018-10,NÃSCALOS,OTROS SETAS,11.25,MercaBarna
2018-10,PAPAYAS,FRUTAS EXOTICAS,2.50,MercaBarna
2018-10,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.45,MercaBarna
2018-10,PATATA ROJA,HORTALIZAS TUBERCULO,0.49,MercaBarna
2018-10,PEPINO,HORTALIZAS FRUTO,0.84,MercaBarna
2018-10,PERA BLANQUILLA,FRUTAS SEMILLA,1.13,MercaBarna
2018-10,PERA DE INVIERNO,FRUTAS SEMILLA,1.08,MercaBarna
2018-10,PERA DE VERANO,FRUTAS SEMILLA,1.15,MercaBarna
2018-10,PERA TEMPRANA,FRUTAS SEMILLA,1.55,MercaBarna
2018-10,PEREJIL,HORTALIZAS HOJA,0.45,MercaBarna
2018-10,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.14,MercaBarna
2018-10,PIMIENTO ROJO,HORTALIZAS FRUTO,1.21,MercaBarna
2018-10,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,0.86,MercaBarna
2018-10,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2018-10,POMELO,FRUTAS CITRICOS,1.00,MercaBarna
2018-10,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2018-10,RABANOS,HORTALIZAS RAIZ,0.34,MercaBarna
2018-10,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2018-10,REMOLACHA,HORTALIZAS RAIZ,0.80,MercaBarna
2018-10,SECO ALMENDRAS,FRUTAS FRUTO,3.89,MercaBarna
2018-10,SECO CASTAÑAS,FRUTAS FRUTO,4.11,MercaBarna
2018-10,SECO NUECES,FRUTAS FRUTO,2.90,MercaBarna
2018-10,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2018-10,TOMATE MADURO,HORTALIZAS FRUTO,0.84,MercaBarna
2018-10,TOMATE VERDE,HORTALIZAS FRUTO,0.90,MercaBarna
2018-10,VARIOS,OTROS OTROS,1.50,MercaBarna
2018-10,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2018-10,ZANAHORIA,HORTALIZAS RAIZ,0.54,MercaBarna
2018-11,ACEITUNAS,FRUTAS HUESO,3.80,MercaBarna
2018-11,ACELGAS,HORTALIZAS HOJA,0.86,MercaBarna
2018-11,AGUACATE,FRUTAS EXOTICAS,2.52,MercaBarna
2018-11,AJOS SECOS,HORTALIZAS BULBOS,1.75,MercaBarna
2018-11,AJOS TIERNOS,HORTALIZAS BULBOS,0.60,MercaBarna
2018-11,ALBARICOQUES,FRUTAS HUESO,1.60,MercaBarna
2018-11,ALCACHOFA,HORTALIZAS INFLORESC.,3.28,MercaBarna
2018-11,APIOS,HORTALIZAS HOJA,0.65,MercaBarna
2018-11,BATATA,HORTALIZAS TUBERCULO,0.79,MercaBarna
2018-11,BERENJENA LARGA,HORTALIZAS FRUTO,1.09,MercaBarna
2018-11,BERENJENA REDONDA,HORTALIZAS FRUTO,0.80,MercaBarna
2018-11,BERROS,HORTALIZAS HOJA,0.60,MercaBarna
2018-11,BORRAJA,HORTALIZAS HOJA,0.90,MercaBarna
2018-11,BROCOL,HORTALIZAS INFLORESC.,1.55,MercaBarna
2018-11,BROCULI,HORTALIZAS INFLORESC.,0.65,MercaBarna
2018-11,CALABACIN,HORTALIZAS FRUTO,1.67,MercaBarna
2018-11,CALABAZA,HORTALIZAS FRUTO,0.50,MercaBarna
2018-11,CALÇOTS,HORTALIZAS BULBOS,0.11,MercaBarna
2018-11,CARACOLES,OTROS OTROS,4.00,MercaBarna
2018-11,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2018-11,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2018-11,CAÑA DE AZUCAR,OTROS OTROS,1.00,MercaBarna
2018-11,CEBOLLA SECA,HORTALIZAS BULBOS,0.35,MercaBarna
2018-11,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.80,MercaBarna
2018-11,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.68,MercaBarna
2018-11,CEREZAS,FRUTAS HUESO,3.00,MercaBarna
2018-11,CHAMPIÑONES,OTROS SETAS,1.75,MercaBarna
2018-11,CHIRIMOIA,FRUTAS EXOTICAS,1.48,MercaBarna
2018-11,CHIRIVIA,HORTALIZAS RAIZ,0.82,MercaBarna
2018-11,CIRUELA,FRUTAS HUESO,1.24,MercaBarna
2018-11,COCOS,FRUTAS EXOTICAS,1.05,MercaBarna
2018-11,COL BRUSELAS,HORTALIZAS HOJA,0.90,MercaBarna
2018-11,COLES,HORTALIZAS HOJA,0.78,MercaBarna
2018-11,COLES CHINA,HORTALIZAS HOJA,0.75,MercaBarna
2018-11,COLES LOMBARDA,HORTALIZAS HOJA,0.55,MercaBarna
2018-11,COLIFLOR,HORTALIZAS INFLORESC.,0.97,MercaBarna
2018-11,DATILES,FRUTAS OTRAS,1.74,MercaBarna
2018-11,ENDIBIAS,HORTALIZAS TALLOS,0.85,MercaBarna
2018-11,ESCAROLA,HORTALIZAS HOJA,0.84,MercaBarna
2018-11,ESPARRAGO BLANCO,HORTALIZAS TALLOS,2.75,MercaBarna
2018-11,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.81,MercaBarna
2018-11,ESPINACAS,HORTALIZAS HOJA,0.75,MercaBarna
2018-11,FRUTAS CAQUIS,FRUTAS OTRAS,1.00,MercaBarna
2018-11,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2018-11,FRUTAS FRESA,FRUTAS OTRAS,2.00,MercaBarna
2018-11,FRUTAS FRESON,FRUTAS OTRAS,2.20,MercaBarna
2018-11,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2018-11,FRUTAS GRANADAS,FRUTAS OTRAS,1.06,MercaBarna
2018-11,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2018-11,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.85,MercaBarna
2018-11,FRUTAS HIGOS,FRUTAS OTRAS,1.85,MercaBarna
2018-11,FRUTAS KIWIS,FRUTAS OTRAS,1.41,MercaBarna
2018-11,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.75,MercaBarna
2018-11,FRUTAS MELON GALIA,FRUTAS OTRAS,0.70,MercaBarna
2018-11,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,1.00,MercaBarna
2018-11,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,1.48,MercaBarna
2018-11,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2018-11,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,0.94,MercaBarna
2018-11,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.21,MercaBarna
2018-11,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.84,MercaBarna
2018-11,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.30,MercaBarna
2018-11,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.35,MercaBarna
2018-11,FRUTAS UVA BLANCA,FRUTAS OTRAS,1.60,MercaBarna
2018-11,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.43,MercaBarna
2018-11,GIRGOLAS,OTROS SETAS,2.48,MercaBarna
2018-11,GUISANTE,HORTALIZAS VAINA,1.75,MercaBarna
2018-11,HABAS,HORTALIZAS VAINA,1.30,MercaBarna
2018-11,HINOJO,HORTALIZAS HOJA,0.75,MercaBarna
2018-11,JUDIA BOBI,HORTALIZAS VAINA,2.25,MercaBarna
2018-11,JUDIA FINA,HORTALIZAS VAINA,2.95,MercaBarna
2018-11,JUDIA PERONA,HORTALIZAS VAINA,3.96,MercaBarna
2018-11,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,2.50,MercaBarna
2018-11,LECHUGA ICEBERG,HORTALIZAS HOJA,0.65,MercaBarna
2018-11,LECHUGA LARGA,HORTALIZAS HOJA,0.61,MercaBarna
2018-11,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.60,MercaBarna
2018-11,LICHIS,FRUTAS EXOTICAS,2.45,MercaBarna
2018-11,LIMA,FRUTAS CITRICOS,2.00,MercaBarna
2018-11,LIMON,FRUTAS CITRICOS,1.28,MercaBarna
2018-11,MAIZ,OTROS OTROS,1.95,MercaBarna
2018-11,MANDARINA CLEMENTINA,FRUTAS CITRICOS,0.78,MercaBarna
2018-11,MANDARINA SATSUMA,FRUTAS CITRICOS,1.10,MercaBarna
2018-11,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.10,MercaBarna
2018-11,MANGOS,FRUTAS EXOTICAS,2.05,MercaBarna
2018-11,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.86,MercaBarna
2018-11,MANZANA BICOLOR,FRUTAS SEMILLA,0.91,MercaBarna
2018-11,MANZANA ROJA,FRUTAS SEMILLA,0.86,MercaBarna
2018-11,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,1.01,MercaBarna
2018-11,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.20,MercaBarna
2018-11,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2018-11,MELOCOTON AMARILLO,FRUTAS HUESO,1.39,MercaBarna
2018-11,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,1.50,MercaBarna
2018-11,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,1.50,MercaBarna
2018-11,MEMBRILLO,FRUTAS SEMILLA,0.75,MercaBarna
2018-11,NABO,HORTALIZAS RAIZ,0.74,MercaBarna
2018-11,NARANJA,FRUTAS CITRICOS,0.83,MercaBarna
2018-11,NASHIS,FRUTAS SEMILLA,1.10,MercaBarna
2018-11,NECTARINA PULPA AMARILLA,FRUTAS HUESO,1.00,MercaBarna
2018-11,NISPERO,FRUTAS SEMILLA,1.70,MercaBarna
2018-11,NÃSCALOS,OTROS SETAS,9.79,MercaBarna
2018-11,PAPAYAS,FRUTAS EXOTICAS,2.50,MercaBarna
2018-11,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.46,MercaBarna
2018-11,PATATA ROJA,HORTALIZAS TUBERCULO,0.50,MercaBarna
2018-11,PEPINO,HORTALIZAS FRUTO,1.39,MercaBarna
2018-11,PERA BLANQUILLA,FRUTAS SEMILLA,1.16,MercaBarna
2018-11,PERA DE INVIERNO,FRUTAS SEMILLA,0.93,MercaBarna
2018-11,PERA DE VERANO,FRUTAS SEMILLA,1.15,MercaBarna
2018-11,PERA TEMPRANA,FRUTAS SEMILLA,1.55,MercaBarna
2018-11,PEREJIL,HORTALIZAS HOJA,0.45,MercaBarna
2018-11,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.04,MercaBarna
2018-11,PIMIENTO ROJO,HORTALIZAS FRUTO,1.31,MercaBarna
2018-11,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,1.01,MercaBarna
2018-11,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2018-11,POMELO,FRUTAS CITRICOS,1.00,MercaBarna
2018-11,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2018-11,RABANOS,HORTALIZAS RAIZ,0.35,MercaBarna
2018-11,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2018-11,REMOLACHA,HORTALIZAS RAIZ,0.80,MercaBarna
2018-11,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2018-11,SECO AVELLANAS,FRUTAS FRUTO,3.40,MercaBarna
2018-11,SECO CASTAÑAS,FRUTAS FRUTO,3.68,MercaBarna
2018-11,SECO NUECES,FRUTAS FRUTO,3.00,MercaBarna
2018-11,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2018-11,TOMATE MADURO,HORTALIZAS FRUTO,0.86,MercaBarna
2018-11,TOMATE VERDE,HORTALIZAS FRUTO,1.10,MercaBarna
2018-11,VARIOS,OTROS OTROS,1.50,MercaBarna
2018-11,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2018-11,ZANAHORIA,HORTALIZAS RAIZ,0.62,MercaBarna
2018-12,ACELGAS,HORTALIZAS HOJA,0.76,MercaBarna
2018-12,AGUACATE,FRUTAS EXOTICAS,2.70,MercaBarna
2018-12,AJOS SECOS,HORTALIZAS BULBOS,1.74,MercaBarna
2018-12,AJOS TIERNOS,HORTALIZAS BULBOS,0.55,MercaBarna
2018-12,ALBARICOQUES,FRUTAS HUESO,1.60,MercaBarna
2018-12,ALCACHOFA,HORTALIZAS INFLORESC.,1.92,MercaBarna
2018-12,APIOS,HORTALIZAS HOJA,0.65,MercaBarna
2018-12,BATATA,HORTALIZAS TUBERCULO,0.80,MercaBarna
2018-12,BERENJENA LARGA,HORTALIZAS FRUTO,1.10,MercaBarna
2018-12,BERENJENA REDONDA,HORTALIZAS FRUTO,1.10,MercaBarna
2018-12,BERROS,HORTALIZAS HOJA,0.60,MercaBarna
2018-12,BORRAJA,HORTALIZAS HOJA,0.90,MercaBarna
2018-12,BROCOL,HORTALIZAS INFLORESC.,0.88,MercaBarna
2018-12,BROCULI,HORTALIZAS INFLORESC.,0.77,MercaBarna
2018-12,CALABACIN,HORTALIZAS FRUTO,0.88,MercaBarna
2018-12,CALABAZA,HORTALIZAS FRUTO,0.46,MercaBarna
2018-12,CALÇOTS,HORTALIZAS BULBOS,0.09,MercaBarna
2018-12,CARACOLES,OTROS OTROS,4.00,MercaBarna
2018-12,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2018-12,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2018-12,CAÑA DE AZUCAR,OTROS OTROS,1.00,MercaBarna
2018-12,CEBOLLA SECA,HORTALIZAS BULBOS,0.36,MercaBarna
2018-12,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.81,MercaBarna
2018-12,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.79,MercaBarna
2018-12,CEREZAS,FRUTAS HUESO,3.10,MercaBarna
2018-12,CHAMPIÑONES,OTROS SETAS,1.75,MercaBarna
2018-12,CHIRIMOIA,FRUTAS EXOTICAS,1.26,MercaBarna
2018-12,CHIRIVIA,HORTALIZAS RAIZ,0.96,MercaBarna
2018-12,CIRUELA,FRUTAS HUESO,1.20,MercaBarna
2018-12,COCOS,FRUTAS EXOTICAS,1.05,MercaBarna
2018-12,COL BRUSELAS,HORTALIZAS HOJA,1.00,MercaBarna
2018-12,COLES,HORTALIZAS HOJA,0.67,MercaBarna
2018-12,COLES CHINA,HORTALIZAS HOJA,0.75,MercaBarna
2018-12,COLES LOMBARDA,HORTALIZAS HOJA,0.50,MercaBarna
2018-12,COLIFLOR,HORTALIZAS INFLORESC.,0.80,MercaBarna
2018-12,DATILES,FRUTAS OTRAS,1.75,MercaBarna
2018-12,ENDIBIAS,HORTALIZAS TALLOS,0.85,MercaBarna
2018-12,ESCAROLA,HORTALIZAS HOJA,0.83,MercaBarna
2018-12,ESPARRAGO BLANCO,HORTALIZAS TALLOS,2.75,MercaBarna
2018-12,ESPARRAGO VERDE,HORTALIZAS TALLOS,2.12,MercaBarna
2018-12,ESPINACAS,HORTALIZAS HOJA,0.97,MercaBarna
2018-12,FRUTAS CAQUIS,FRUTAS OTRAS,0.97,MercaBarna
2018-12,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2018-12,FRUTAS FRESA,FRUTAS OTRAS,2.00,MercaBarna
2018-12,FRUTAS FRESON,FRUTAS OTRAS,2.20,MercaBarna
2018-12,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2018-12,FRUTAS GRANADAS,FRUTAS OTRAS,1.06,MercaBarna
2018-12,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2018-12,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.85,MercaBarna
2018-12,FRUTAS HIGOS,FRUTAS OTRAS,1.85,MercaBarna
2018-12,FRUTAS KIWIS,FRUTAS OTRAS,1.32,MercaBarna
2018-12,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.83,MercaBarna
2018-12,FRUTAS MELON GALIA,FRUTAS OTRAS,0.70,MercaBarna
2018-12,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,1.00,MercaBarna
2018-12,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,1.39,MercaBarna
2018-12,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2018-12,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,0.83,MercaBarna
2018-12,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.29,MercaBarna
2018-12,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.77,MercaBarna
2018-12,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.30,MercaBarna
2018-12,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.35,MercaBarna
2018-12,FRUTAS UVA BLANCA,FRUTAS OTRAS,1.65,MercaBarna
2018-12,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.45,MercaBarna
2018-12,GIRGOLAS,OTROS SETAS,2.50,MercaBarna
2018-12,GUISANTE,HORTALIZAS VAINA,1.75,MercaBarna
2018-12,HABAS,HORTALIZAS VAINA,1.30,MercaBarna
2018-12,HINOJO,HORTALIZAS HOJA,0.85,MercaBarna
2018-12,JUDIA BOBI,HORTALIZAS VAINA,2.30,MercaBarna
2018-12,JUDIA FINA,HORTALIZAS VAINA,3.13,MercaBarna
2018-12,JUDIA PERONA,HORTALIZAS VAINA,3.04,MercaBarna
2018-12,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,2.50,MercaBarna
2018-12,LECHUGA ICEBERG,HORTALIZAS HOJA,0.34,MercaBarna
2018-12,LECHUGA LARGA,HORTALIZAS HOJA,0.60,MercaBarna
2018-12,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.60,MercaBarna
2018-12,LICHIS,FRUTAS EXOTICAS,2.45,MercaBarna
2018-12,LIMA,FRUTAS CITRICOS,2.00,MercaBarna
2018-12,LIMON,FRUTAS CITRICOS,1.05,MercaBarna
2018-12,MAIZ,OTROS OTROS,1.95,MercaBarna
2018-12,MANDARINA CLEMENTINA,FRUTAS CITRICOS,0.64,MercaBarna
2018-12,MANDARINA SATSUMA,FRUTAS CITRICOS,1.10,MercaBarna
2018-12,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.10,MercaBarna
2018-12,MANGOS,FRUTAS EXOTICAS,2.31,MercaBarna
2018-12,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.78,MercaBarna
2018-12,MANZANA BICOLOR,FRUTAS SEMILLA,0.66,MercaBarna
2018-12,MANZANA ROJA,FRUTAS SEMILLA,0.73,MercaBarna
2018-12,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,0.94,MercaBarna
2018-12,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.20,MercaBarna
2018-12,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2018-12,MELOCOTON AMARILLO,FRUTAS HUESO,1.50,MercaBarna
2018-12,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,1.50,MercaBarna
2018-12,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,1.50,MercaBarna
2018-12,MEMBRILLO,FRUTAS SEMILLA,0.80,MercaBarna
2018-12,NABO,HORTALIZAS RAIZ,0.80,MercaBarna
2018-12,NARANJA,FRUTAS CITRICOS,0.70,MercaBarna
2018-12,NECTARINA PULPA AMARILLA,FRUTAS HUESO,1.00,MercaBarna
2018-12,NECTARINA PULPA BLANCA,FRUTAS HUESO,1.20,MercaBarna
2018-12,NISPERO,FRUTAS SEMILLA,1.70,MercaBarna
2018-12,NÃSCALOS,OTROS SETAS,5.62,MercaBarna
2018-12,PAPAYAS,FRUTAS EXOTICAS,2.50,MercaBarna
2018-12,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.47,MercaBarna
2018-12,PATATA ROJA,HORTALIZAS TUBERCULO,0.49,MercaBarna
2018-12,PEPINO,HORTALIZAS FRUTO,1.01,MercaBarna
2018-12,PERA BLANQUILLA,FRUTAS SEMILLA,1.05,MercaBarna
2018-12,PERA DE INVIERNO,FRUTAS SEMILLA,1.10,MercaBarna
2018-12,PERA DE VERANO,FRUTAS SEMILLA,1.15,MercaBarna
2018-12,PERA TEMPRANA,FRUTAS SEMILLA,1.55,MercaBarna
2018-12,PEREJIL,HORTALIZAS HOJA,0.45,MercaBarna
2018-12,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.17,MercaBarna
2018-12,PIMIENTO ROJO,HORTALIZAS FRUTO,1.45,MercaBarna
2018-12,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,1.17,MercaBarna
2018-12,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2018-12,POMELO,FRUTAS CITRICOS,0.95,MercaBarna
2018-12,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2018-12,RABANOS,HORTALIZAS RAIZ,0.35,MercaBarna
2018-12,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2018-12,REMOLACHA,HORTALIZAS RAIZ,0.80,MercaBarna
2018-12,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2018-12,SECO AVELLANAS,FRUTAS FRUTO,3.40,MercaBarna
2018-12,SECO CASTAÑAS,FRUTAS FRUTO,3.50,MercaBarna
2018-12,SECO NUECES,FRUTAS FRUTO,3.00,MercaBarna
